number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000111,New,TRUE,0,0,0,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 340,29-02-2016 08:05,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000112,New,TRUE,0,0,1,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 340,29-02-2016 08:13,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000113,New,TRUE,0,0,2,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 340,29-02-2016 08:15,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000114,Active,TRUE,0,0,3,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 340,29-02-2016 08:16,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000115,Active,TRUE,0,0,4,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 60,29-02-2016 08:30,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000116,Active,TRUE,1,0,5,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 340,29-02-2016 09:43,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000117,Active,TRUE,1,0,6,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 340,29-02-2016 09:44,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000118,Active,TRUE,1,0,7,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 88,29-02-2016 09:58,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000119,Active,TRUE,1,0,8,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 928,02-03-2016 09:18,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000120,Resolved,TRUE,1,0,9,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 928,02-03-2016 11:11,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000121,Closed,FALSE,1,0,10,TRUE,Caller 442,Opened by  180,29-02-2016 08:03,Created by 81,29-02-2016 08:05,Updated by 908,07-03-2016 12:00,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,02-03-2016 11:11,07-03-2016 12:00
INC0000122,New,TRUE,0,0,0,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 265,29-02-2016 08:38,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000123,Active,TRUE,0,0,1,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 723,29-02-2016 13:18,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000124,Active,TRUE,0,0,2,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 723,29-02-2016 13:21,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000125,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 723,29-02-2016 13:26,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000126,Awaiting User Info,TRUE,1,0,5,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 336,04-03-2016 11:49,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000127,Awaiting User Info,TRUE,1,0,7,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 135,08-03-2016 09:54,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000128,Resolved,TRUE,1,0,8,TRUE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 135,08-03-2016 09:55,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000129,Closed,FALSE,1,0,9,FALSE,Caller 3757,Opened by  131,29-02-2016 08:11,Created by 62,29-02-2016 08:38,Updated by 908,24-03-2016 18:40,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,08-03-2016 09:55,24-03-2016 18:40
INC0000130,New,TRUE,0,0,0,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 340,29-02-2016 08:17,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000131,New,TRUE,0,0,1,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 974,01-03-2016 08:35,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000132,New,TRUE,0,0,2,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 974,01-03-2016 08:37,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000133,New,TRUE,0,0,3,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 974,01-03-2016 08:40,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000134,Awaiting User Info,TRUE,0,0,4,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 974,01-03-2016 08:40,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000135,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 974,01-03-2016 10:37,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000136,Resolved,TRUE,0,0,6,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 974,01-03-2016 10:38,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000137,Closed,FALSE,0,0,7,TRUE,Caller 271,Opened by  180,29-02-2016 08:12,Created by 81,29-02-2016 08:17,Updated by 908,06-03-2016 11:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,01-03-2016 10:38,06-03-2016 11:00
INC0000138,Active,TRUE,0,0,0,TRUE,Caller 2519,Opened by  40,29-02-2016 08:22,Created by 20,29-02-2016 08:30,Updated by 88,29-02-2016 08:30,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,01-03-2016 15:37,06-03-2016 16:00
INC0000139,Active,TRUE,0,0,2,TRUE,Caller 2519,Opened by  40,29-02-2016 08:22,Created by 20,29-02-2016 08:30,Updated by 451,29-02-2016 10:06,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,01-03-2016 15:37,06-03-2016 16:00
INC0000140,Active,TRUE,1,0,3,TRUE,Caller 2519,Opened by  40,29-02-2016 08:22,Created by 20,29-02-2016 08:30,Updated by 750,29-02-2016 11:11,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,01-03-2016 15:37,06-03-2016 16:00
INC0000141,Active,TRUE,1,0,4,TRUE,Caller 2519,Opened by  40,29-02-2016 08:22,Created by 20,29-02-2016 08:30,Updated by 874,01-03-2016 15:35,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,01-03-2016 15:37,06-03-2016 16:00
INC0000142,Resolved,TRUE,1,0,5,TRUE,Caller 2519,Opened by  40,29-02-2016 08:22,Created by 20,29-02-2016 08:30,Updated by 874,01-03-2016 15:37,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,01-03-2016 15:37,06-03-2016 16:00
INC0000143,Closed,FALSE,1,0,6,TRUE,Caller 2519,Opened by  40,29-02-2016 08:22,Created by 20,29-02-2016 08:30,Updated by 908,06-03-2016 16:00,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,01-03-2016 15:37,06-03-2016 16:00
INC0000144,Active,TRUE,0,0,0,TRUE,Caller 527,Opened by  433,29-02-2016 08:23,?,?,Updated by 908,29-02-2016 08:23,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 158,11-04-2016 14:39,16-04-2016 15:07
INC0000145,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 527,Opened by  433,29-02-2016 08:23,?,?,Updated by 804,29-02-2016 08:38,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 158,11-04-2016 14:39,16-04-2016 15:07
INC0000146,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 527,Opened by  433,29-02-2016 08:23,?,?,Updated by 804,29-02-2016 14:16,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 158,11-04-2016 14:39,16-04-2016 15:07
INC0000147,Awaiting User Info,TRUE,0,0,9,TRUE,Caller 527,Opened by  433,29-02-2016 08:23,?,?,Updated by 804,21-03-2016 11:07,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,TRUE,FALSE,Do Not Notify,?,CHG0000404,?,?,code 6,Resolved by 158,11-04-2016 14:39,16-04-2016 15:07
INC0000148,Resolved,TRUE,0,0,18,TRUE,Caller 527,Opened by  433,29-02-2016 08:23,?,?,Updated by 713,11-04-2016 14:39,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,TRUE,TRUE,Do Not Notify,?,CHG0000404,?,?,code 6,Resolved by 158,11-04-2016 14:39,16-04-2016 15:07
INC0000149,Closed,FALSE,0,0,19,FALSE,Caller 527,Opened by  433,29-02-2016 08:23,?,?,Updated by 908,16-04-2016 15:07,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,TRUE,TRUE,Do Not Notify,?,CHG0000404,?,?,code 6,Resolved by 158,11-04-2016 14:39,16-04-2016 15:07
INC0000150,New,TRUE,0,0,0,TRUE,Caller 2949,Opened by  180,29-02-2016 08:25,Created by 81,29-02-2016 08:29,Updated by 340,29-02-2016 08:29,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 62,29-02-2016 16:27,05-03-2016 17:00
INC0000151,Resolved,TRUE,0,0,1,TRUE,Caller 2949,Opened by  180,29-02-2016 08:25,Created by 81,29-02-2016 08:29,Updated by 241,29-02-2016 16:27,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 62,29-02-2016 16:27,05-03-2016 17:00
INC0000152,Closed,FALSE,0,0,2,TRUE,Caller 2949,Opened by  180,29-02-2016 08:25,Created by 81,29-02-2016 08:29,Updated by 908,05-03-2016 17:00,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 62,29-02-2016 16:27,05-03-2016 17:00
INC0000153,New,TRUE,0,0,0,TRUE,Caller 3304,Opened by  180,29-02-2016 08:27,?,?,Updated by 908,29-02-2016 08:27,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 09:04,05-03-2016 10:00
INC0000154,New,TRUE,0,0,1,TRUE,Caller 3304,Opened by  180,29-02-2016 08:27,?,?,Updated by 340,29-02-2016 08:42,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 09:04,05-03-2016 10:00
INC0000155,New,TRUE,0,0,2,TRUE,Caller 3304,Opened by  180,29-02-2016 08:27,?,?,Updated by 340,29-02-2016 08:43,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 09:04,05-03-2016 10:00
INC0000156,New,TRUE,0,0,3,TRUE,Caller 3304,Opened by  180,29-02-2016 08:27,?,?,Updated by 340,29-02-2016 09:03,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 09:04,05-03-2016 10:00
INC0000157,Resolved,TRUE,0,0,4,TRUE,Caller 3304,Opened by  180,29-02-2016 08:27,?,?,Updated by 340,29-02-2016 09:04,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 09:04,05-03-2016 10:00
INC0000158,Closed,FALSE,0,0,5,TRUE,Caller 3304,Opened by  180,29-02-2016 08:27,?,?,Updated by 908,05-03-2016 10:00,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 09:04,05-03-2016 10:00
INC0000159,New,TRUE,0,0,0,TRUE,Caller 2471,Opened by  180,29-02-2016 08:32,?,?,Updated by 908,29-02-2016 08:32,Phone,Location 204,Category 8,Subcategory 291,Symptom 530,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29-02-2016 11:20,05-03-2016 12:00
INC0000160,New,TRUE,1,0,1,TRUE,Caller 2471,Opened by  180,29-02-2016 08:32,?,?,Updated by 750,29-02-2016 11:14,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29-02-2016 11:20,05-03-2016 12:00
INC0000161,Active,TRUE,1,0,2,TRUE,Caller 2471,Opened by  180,29-02-2016 08:32,?,?,Updated by 199,29-02-2016 11:19,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29-02-2016 11:20,05-03-2016 12:00
INC0000162,Resolved,TRUE,1,0,3,TRUE,Caller 2471,Opened by  180,29-02-2016 08:32,?,?,Updated by 664,29-02-2016 11:20,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29-02-2016 11:20,05-03-2016 12:00
INC0000163,Closed,FALSE,1,0,4,TRUE,Caller 2471,Opened by  180,29-02-2016 08:32,?,?,Updated by 908,05-03-2016 12:00,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29-02-2016 11:20,05-03-2016 12:00
INC0000164,New,TRUE,0,0,0,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 908,29-02-2016 08:33,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000165,New,TRUE,0,0,1,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 60,29-02-2016 08:43,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000166,New,TRUE,0,0,2,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 60,29-02-2016 08:58,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000167,New,TRUE,0,0,3,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 723,29-02-2016 12:49,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000168,New,TRUE,0,0,4,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 578,29-02-2016 20:31,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000169,Active,TRUE,0,0,5,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 111,29-02-2016 23:13,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000170,Resolved,TRUE,0,0,6,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 60,02-03-2016 11:40,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000171,Closed,FALSE,0,0,7,TRUE,Caller 1194,Opened by  24,29-02-2016 08:33,?,?,Updated by 908,07-03-2016 12:00,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,02-03-2016 11:40,07-03-2016 12:00
INC0000172,New,TRUE,0,0,0,TRUE,Caller 4866,Opened by  131,29-02-2016 08:39,Created by 62,29-02-2016 08:56,Updated by 265,29-02-2016 08:56,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29-02-2016 16:05,05-03-2016 17:00
INC0000173,New,TRUE,1,0,1,TRUE,Caller 4866,Opened by  131,29-02-2016 08:39,Created by 62,29-02-2016 08:56,Updated by 750,29-02-2016 09:19,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29-02-2016 16:05,05-03-2016 17:00
INC0000174,New,TRUE,1,0,2,TRUE,Caller 4866,Opened by  131,29-02-2016 08:39,Created by 62,29-02-2016 08:56,Updated by 451,29-02-2016 10:06,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29-02-2016 16:05,05-03-2016 17:00
INC0000175,Resolved,TRUE,1,0,3,TRUE,Caller 4866,Opened by  131,29-02-2016 08:39,Created by 62,29-02-2016 08:56,Updated by 241,29-02-2016 16:05,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29-02-2016 16:05,05-03-2016 17:00
INC0000176,Closed,FALSE,1,0,4,TRUE,Caller 4866,Opened by  131,29-02-2016 08:39,Created by 62,29-02-2016 08:56,Updated by 908,05-03-2016 17:00,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29-02-2016 16:05,05-03-2016 17:00
INC0000177,Active,TRUE,0,0,0,TRUE,Caller 3038,Opened by  433,29-02-2016 08:39,?,?,Updated by 908,29-02-2016 08:39,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 158,12-04-2016 14:46,17-04-2016 15:07
